"S.NO.","STATE","DISTRICT","STATION","TYPE","DATE.YYYY.MM.DD.","TIME.UTC.","RAINFALL.DAILY.CUMULATIVE..0.5.mm.or.more.","Latitude","Longitude","Elevation"
21,"UTTARAKHAND","DEHRADUN","KALSI _UKG","AWS","03-07-2023","03:00:00",19.5,30.539,77.852,877.17
22,"UTTARAKHAND","DEHRADUN","KOTI_UKG","AWS","03-07-2023","03:00:00",0.5,30.61,77.782,819.01
23,"UTTARAKHAND","HARIDWAR","BHAGWANPUR _UKG","AWS","03-07-2023","03:00:00",12,29.805,77.911,267.9
24,"UTTARAKHAND","HARIDWAR","NARSAN_UKG","AWS","03-07-2023","03:00:00",4,29.787,77.857,265.66
25,"UTTARAKHAND","NAINITAL","BETALGHAT_UKG","AWS","03-07-2023","03:00:00",2,29.552,79.353,855.72
26,"UTTARAKHAND","NAINITAL","KALADHUNGI_UKG","AWS","03-07-2023","03:00:00",52,29.329,79.51,885.66
27,"UTTARAKHAND","NAINITAL","MUKTESHWAR","AWS","03-07-2023","03:00:00",2,29.467,79.65,2227.11
28,"UTTARAKHAND","NAINITAL","RAMNAGAR_UKG","AWS","03-07-2023","03:00:00",2,29.396,79.136,352.71
29,"UTTARAKHAND","PAURI_GARHWAL","BHARSAR","AWS","03-07-2023","03:00:00",25.5,30.05,79,2367.47
30,"UTTARAKHAND","PAURI_GARHWAL","LANSDOWN_UKG","AWS","03-07-2023","03:00:00",2,29.84,78.686,1740.53
31,"UTTARAKHAND","PAURI_GARHWAL","NAINIDANDA_UKG","AWS","03-07-2023","03:00:00",1.5,29.738,79.013,1696.15
32,"UTTARAKHAND","PAURI_GARHWAL","PAURI_UKG","AWS","03-07-2023","03:00:00",2,30.153,78.769,1744.82
33,"UTTARAKHAND","PAURI_GARHWAL","RIKHNIKHAL_UKG","AWS","03-07-2023","03:00:00",2.5,29.772,78.874,1406.79
34,"UTTARAKHAND","PAURI_GARHWAL","SYUNSI _UKG","AWS","03-07-2023","03:00:00",1,29.893,79.026,1286.39
35,"UTTARAKHAND","PAURI_GARHWAL","THAILISAIN_UKG","AWS","03-07-2023","03:00:00",9,30.021,79.048,1697.8
36,"UTTARAKHAND","PITHORAGARH","DHARCHULA_UKG","AWS","03-07-2023","03:00:00",1,29.85,80.545,913.69
37,"UTTARAKHAND","PITHORAGARH","DIDIHAT_UKG","AWS","03-07-2023","03:00:00",11.5,29.802,80.263,1518.11
38,"UTTARAKHAND","PITHORAGARH","GANGOLIHAT_UKG","AWS","03-07-2023","03:00:00",0.5,29.658,80.042,1707.25
39,"UTTARAKHAND","RUDRAPRAYAG","JAKHOLI_UKG","AWS","03-07-2023","03:00:00",16.5,30.352,78.945,1201.96
40,"UTTARAKHAND","UDHAM_SINGH_NAGAR","BAJPUR_UKG","AWS","03-07-2023","02:50:00",9.5,29.135,79.122,220.21
41,"UTTARAKHAND","UDHAM_SINGH_NAGAR","JASPUR","AWS","03-07-2023","03:00:00",49,29.27,78.83,243.94
42,"UTTARAKHAND","UDHAM_SINGH_NAGAR","KASHIPUR_UKG","AWS","03-07-2023","03:00:00",11.5,29.211,78.962,236.27
43,"UTTARAKHAND","UTTARKASHI","CHINYALISAUR_UKG","AWS","03-07-2023","03:00:00",0.5,30.577,78.33,833.61
44,"UTTARAKHAND","UTTARKASHI","JAN KI CHATTI_UKG","AWS","03-07-2023","02:45:00",1,30.978,78.441,2571.06
45,"UTTARAKHAND","UTTARKASHI","MORI _UKG","AWS","03-07-2023","03:00:00",4,31.021,78.047,1270.74
46,"UTTARAKHAND","UTTARKASHI","PUROLA","AWS","03-07-2023","03:00:00",2,30.86,78,2567.22
47,"UTTARAKHAND","UTTARKASHI","RAJGARHI_UKG","AWS","03-07-2023","03:00:00",17.5,30.84,78.241,1728.98
48,"UTTARAKHAND","UTTARKASHI","UTTAR_KASHI","AWS","03-07-2023","03:00:00",5.5,30.72,78.43,1319.14
