"S.NO.","STATE","DISTRICT","STATION","TYPE","DATE.YYYY.MM.DD.","TIME.UTC.","RAINFALL.DAILY.CUMULATIVE..0.5.mm.or.more.","Latitude","Longitude","Elevation"
16,"UTTARAKHAND","CHAMOLI","GHAT_UKG","AWS","04-07-2023","03:00:00",1,30.256,79.454,1658.17
17,"UTTARAKHAND","CHAMOLI","GOCHAR_UKG","AWS","04-07-2023","02:45:00",2,30.292,79.156,769.55
18,"UTTARAKHAND","CHAMOLI","JOSHIMATH","AWS","04-07-2023","03:00:00",0.5,30.55,79.567,2091.08
19,"UTTARAKHAND","CHAMOLI","PANDUKESHWAR_UKG","AWS","04-07-2023","03:00:00",1.5,30.625,79.556,1824.41
20,"UTTARAKHAND","CHAMOLI","POKHARI_UKG","AWS","04-07-2023","03:00:00",0.5,30.344,79.209,1664.74
21,"UTTARAKHAND","CHAMOLI","TAPOVAN_UKG","AWS","04-07-2023","03:00:00",2,30.493,79.632,1858.24
22,"UTTARAKHAND","CHAMOLI","THARALI_UKG","AWS","04-07-2023","03:00:00",0.5,30.15,79.409,1496.86
23,"UTTARAKHAND","CHAMPAWAT","CHALTHI_UKG","AWS","04-07-2023","03:00:00",8,29.197,80.09,718.12
24,"UTTARAKHAND","CHAMPAWAT","DEVIDHURA_UKG","AWS","04-07-2023","03:00:00",0.5,29.412,79.865,2017.72
25,"UTTARAKHAND","CHAMPAWAT","LOHAGHAT_UKG","AWS","04-07-2023","03:00:00",1.5,29.404,79.937,1650.32
26,"UTTARAKHAND","CHAMPAWAT","TANAKPUR_UKG","AWS","04-07-2023","03:00:00",29,29.073,80.112,261.62
27,"UTTARAKHAND","DEHRADUN","DEHRADUN","AWS","04-07-2023","03:00:00",49,30.32,78.05,672.36
28,"UTTARAKHAND","DEHRADUN","JOLLYGRANT","AWS","04-07-2023","03:00:00",35.5,30.19,78.18,552.49
29,"UTTARAKHAND","DEHRADUN","KALSI _UKG","AWS","04-07-2023","03:00:00",12,30.539,77.852,877.17
30,"UTTARAKHAND","DEHRADUN","MASSOURI","AWS","04-07-2023","03:00:00",2,30.48,78.05,1724.85
31,"UTTARAKHAND","DEHRADUN","NAGTHAT_UKG","AWS","04-07-2023","02:45:00",7.5,30.574,77.97,1880.58
32,"UTTARAKHAND","DEHRADUN","RAIWALA_UKG","AWS","04-07-2023","03:00:00",11,30.014,78.191,379.32
33,"UTTARAKHAND","DEHRADUN","UCOST_UKG","AWS","04-07-2023","03:00:00",31.5,30.337,77.92,547.83
34,"UTTARAKHAND","HARIDWAR","DHANAURI","AWS","04-07-2023","03:00:00",0.5,29.93,77.97,270.24
35,"UTTARAKHAND","HARIDWAR","KHANPUR_UKG","AWS","04-07-2023","03:00:00",3,29.653,78.025,230.8
36,"UTTARAKHAND","HARIDWAR","NARSAN_UKG","AWS","04-07-2023","03:00:00",3.5,29.787,77.857,265.66
37,"UTTARAKHAND","HARIDWAR","ROORKEE_AMFU","AWS","04-07-2023","03:00:00",0.5,29.84,77.92,269.06
38,"UTTARAKHAND","NAINITAL","BETALGHAT_UKG","AWS","04-07-2023","03:00:00",1,29.552,79.353,855.72
39,"UTTARAKHAND","NAINITAL","HALDWANI_UKG","AWS","04-07-2023","03:00:00",18,29.212,79.532,435.82
40,"UTTARAKHAND","NAINITAL","KALADHUNGI_UKG","AWS","04-07-2023","03:00:00",11,29.329,79.51,885.66
41,"UTTARAKHAND","NAINITAL","NAINITAL_UKG","AWS","04-07-2023","02:15:00",1,29.387,79.452,2103.04
42,"UTTARAKHAND","NAINITAL","RAMNAGAR_UKG","AWS","04-07-2023","03:00:00",31,29.396,79.136,352.71
43,"UTTARAKHAND","PAURI_GARHWAL","BHARSAR","AWS","04-07-2023","03:00:00",1,30.05,79,2367.47
44,"UTTARAKHAND","PAURI_GARHWAL","LALDHANG_UKG","AWS","04-07-2023","03:00:00",8,29.852,78.316,375.22
45,"UTTARAKHAND","PAURI_GARHWAL","LANSDOWN_UKG","AWS","04-07-2023","03:00:00",1,29.84,78.686,1740.53
46,"UTTARAKHAND","PAURI_GARHWAL","NAINIDANDA_UKG","AWS","04-07-2023","03:00:00",7,29.738,79.013,1696.15
47,"UTTARAKHAND","PAURI_GARHWAL","PARPUNDA KHAL_UKG","AWS","04-07-2023","03:00:00",2,30.114,78.681,1228.34
48,"UTTARAKHAND","PAURI_GARHWAL","PAURI_UKG","AWS","04-07-2023","03:00:00",3,30.153,78.769,1744.82
49,"UTTARAKHAND","PAURI_GARHWAL","RISHIKESH (NEELKANTH) _UKG","AWS","04-07-2023","02:35:00",7,30.081,78.341,941.12
50,"UTTARAKHAND","PAURI_GARHWAL","SRINAGAR_UKG","AWS","04-07-2023","03:00:00",1,30.224,78.788,571.96
51,"UTTARAKHAND","PAURI_GARHWAL","SYUNSI _UKG","AWS","04-07-2023","03:00:00",0.5,29.893,79.026,1286.39
52,"UTTARAKHAND","PAURI_GARHWAL","THAILISAIN_UKG","AWS","04-07-2023","03:00:00",0.5,30.021,79.048,1697.8
53,"UTTARAKHAND","PAURI_GARHWAL","YAMKESHWAR_UKG","AWS","04-07-2023","03:00:00",6,29.978,78.419,928.25
54,"UTTARAKHAND","PITHORAGARH","DHARCHULA_UKG","AWS","04-07-2023","03:00:00",4.5,29.85,80.545,913.69
55,"UTTARAKHAND","PITHORAGARH","DIDIHAT_UKG","AWS","04-07-2023","03:00:00",67.5,29.802,80.263,1518.11
56,"UTTARAKHAND","PITHORAGARH","GANGOLIHAT_UKG","AWS","04-07-2023","03:00:00",68.5,29.658,80.042,1707.25
57,"UTTARAKHAND","PITHORAGARH","JAULJIBI_UKG","AWS","04-07-2023","03:00:00",79.5,29.754,80.373,652.62
58,"UTTARAKHAND","PITHORAGARH","KANALICHHINA_UKG","AWS","04-07-2023","03:00:00",51,29.676,80.271,1613.62
59,"UTTARAKHAND","RUDRAPRAYAG","AGASTYAMUNI_UKG","AWS","04-07-2023","03:00:00",21,30.389,79.023,818.35
60,"UTTARAKHAND","RUDRAPRAYAG","JAKHOLI_UKG","AWS","04-07-2023","03:00:00",32.5,30.352,78.945,1201.96
61,"UTTARAKHAND","RUDRAPRAYAG","RUDRA_PRAYAG","AWS","04-07-2023","03:00:00",19.5,30.317,78.967,744.06
62,"UTTARAKHAND","RUDRAPRAYAG","SONEPRAYAG_UKG","AWS","04-07-2023","02:30:00",30,30.636,79,1761.61
63,"UTTARAKHAND","RUDRAPRAYAG","UKHIMATH_UKG","AWS","04-07-2023","03:00:00",1.5,30.518,79.1,1486.65
64,"UTTARAKHAND","TEHRI_GARHWAL","CHANDRA BADNI_UKG","AWS","04-07-2023","03:00:00",1.5,30.294,78.611,1865.03
65,"UTTARAKHAND","TEHRI_GARHWAL","DHANOLTI_UKG","AWS","04-07-2023","03:00:00",1,30.425,78.247,2237.57
66,"UTTARAKHAND","TEHRI_GARHWAL","KIRTINAGAR_UKG","AWS","04-07-2023","03:00:00",2,30.215,78.747,586.74
67,"UTTARAKHAND","TEHRI_GARHWAL","NAINBAGH_UKG","AWS","04-07-2023","03:00:00",1,30.566,78.008,1034.83
68,"UTTARAKHAND","TEHRI_GARHWAL","RANI_CHAWRI","AWS","04-07-2023","03:00:00",1,30.2,78.517,1777.36
69,"UTTARAKHAND","UDHAM_SINGH_NAGAR","BAJPUR_UKG","AWS","04-07-2023","02:45:00",9.5,29.135,79.122,220.21
70,"UTTARAKHAND","UDHAM_SINGH_NAGAR","JASPUR","AWS","04-07-2023","03:00:00",26,29.27,78.83,243.94
71,"UTTARAKHAND","UDHAM_SINGH_NAGAR","KASHIPUR_UKG","AWS","04-07-2023","02:45:00",1,29.211,78.962,236.27
72,"UTTARAKHAND","UDHAM_SINGH_NAGAR","KHATIMA_UKG","AWS","04-07-2023","03:00:00",19.5,28.883,79.921,222.96
73,"UTTARAKHAND","UDHAM_SINGH_NAGAR","PANTNAGAR_AMFU","AWS","04-07-2023","03:00:00",2.5,29.02,79.48,228.24
74,"UTTARAKHAND","UDHAM_SINGH_NAGAR","RUDRAPUR(UKG)_UKG","AWS","04-07-2023","03:00:00",120,28.977,79.393,214.12
75,"UTTARAKHAND","UTTARKASHI","CHINYALISAUR_UKG","AWS","04-07-2023","03:00:00",0.5,30.577,78.33,833.61
76,"UTTARAKHAND","UTTARKASHI","DUNDA_UKG","AWS","04-07-2023","03:00:00",2,30.705,78.348,980.28
77,"UTTARAKHAND","UTTARKASHI","HARSIL _UKG","AWS","04-07-2023","03:00:00",1.5,31.037,78.755,2532.74
78,"UTTARAKHAND","UTTARKASHI","JAN KI CHATTI_UKG","AWS","04-07-2023","03:00:00",1,30.978,78.441,2571.06
79,"UTTARAKHAND","UTTARKASHI","MORI _UKG","AWS","04-07-2023","03:00:00",36.5,31.021,78.047,1270.74
80,"UTTARAKHAND","UTTARKASHI","RAJGARHI_UKG","AWS","04-07-2023","03:00:00",12,30.84,78.241,1728.98
81,"UTTARAKHAND","UTTARKASHI","UTTAR_KASHI","AWS","04-07-2023","03:00:00",1,30.72,78.43,1319.14
